,acquisition_date,acquisitions
10476,1991-10-24,11
10477,1991-10-23,8
10478,1991-10-22,14
10479,1991-10-21,8
10480,1991-10-20,13
10481,1991-10-19,14
10482,1991-10-18,8
10483,1991-10-17,11
10484,1991-10-16,8
10485,1991-10-15,10
10486,1991-10-14,12
10487,1991-10-13,11
10488,1991-10-12,7
10489,1991-10-11,12
10490,1991-10-10,18
10491,1991-10-09,9
10492,1991-10-08,8
10493,1991-10-07,11
10494,1991-10-06,8
10495,1991-10-05,10
10496,1991-10-04,10
10497,1991-10-03,7
10498,1991-10-02,7
10499,1991-10-01,2
10500,1991-09-30,11
10501,1991-09-29,4
10502,1991-09-28,11
10503,1991-09-27,10
10504,1991-09-26,10
10505,1991-09-25,5
10506,1991-09-24,9
10507,1991-09-23,6
10508,1991-09-22,10
10509,1991-09-21,11
10510,1991-09-20,10
10511,1991-09-19,8
10512,1991-09-18,10
10513,1991-09-17,8
10514,1991-09-16,10
10515,1991-09-15,7
10516,1991-09-14,8
10517,1991-09-13,8
10518,1991-09-12,10
10519,1991-09-11,8
10520,1991-09-10,9
10521,1991-09-09,9
10522,1991-09-08,8
10523,1991-09-07,10
10524,1991-09-06,10
10525,1991-09-05,12
10526,1991-09-04,7
10527,1991-09-03,6
10528,1991-09-02,9
10529,1991-09-01,6
10530,1991-08-31,9
10531,1991-08-30,3
10532,1991-08-29,13
10533,1991-08-28,14
10534,1991-08-27,9
10535,1991-08-26,8
10536,1991-08-25,8
10537,1991-08-24,6
10538,1991-08-23,12
10539,1991-08-22,18
10540,1991-08-21,5
10541,1991-08-20,11
10542,1991-08-19,11
10543,1991-08-18,10
10544,1991-08-17,18
10545,1991-08-16,13
10546,1991-08-15,11
10547,1991-08-14,6
10548,1991-08-13,10
10549,1991-08-12,9
10550,1991-08-11,7
10551,1991-08-10,9
10552,1991-08-09,9
10553,1991-08-08,15
10554,1991-08-07,8
10555,1991-08-06,5
10556,1991-08-05,7
10557,1991-08-04,11
10558,1991-08-03,9
10559,1991-08-02,6
10560,1991-08-01,10
10561,1991-07-31,15
10562,1991-07-30,11
10563,1991-07-29,12
10564,1991-07-28,8
10565,1991-07-27,12
10566,1991-07-26,9
10567,1991-07-25,6
10568,1991-07-24,10
10569,1991-07-23,12
10570,1991-07-22,13
10571,1991-07-21,10
10572,1991-07-20,6
10573,1991-07-19,6
10574,1991-07-18,9
10575,1991-07-17,8
10576,1991-07-16,7
10577,1991-07-15,8
10578,1991-07-14,2
10579,1991-07-13,13
10580,1991-07-12,10
10581,1991-07-11,10
10582,1991-07-10,10
10583,1991-07-09,13
10584,1991-07-08,15
10585,1991-07-07,9
10586,1991-07-06,7
10587,1991-07-05,10
10588,1991-07-04,7
10589,1991-07-03,12
10590,1991-07-02,15
10591,1991-07-01,10
10592,1991-06-30,9
10593,1991-06-29,15
10594,1991-06-28,5
10595,1991-06-27,9
10596,1991-06-26,6
10597,1991-06-25,9
10598,1991-06-24,14
10599,1991-06-23,10
10600,1991-06-22,7
10601,1991-06-21,3
10602,1991-06-20,14
10603,1991-06-19,9
10604,1991-06-18,10
10605,1991-06-17,12
10606,1991-06-16,7
10607,1991-06-15,11
10608,1991-06-14,11
10609,1991-06-13,9
10610,1991-06-12,6
10611,1991-06-11,11
10612,1991-06-10,6
10613,1991-06-09,11
10614,1991-06-08,7
10615,1991-06-07,8
10616,1991-06-06,9
10617,1991-06-05,14
10618,1991-06-04,5
10619,1991-06-03,11
10620,1991-06-02,10
10621,1991-06-01,6
10622,1991-05-31,10
10623,1991-05-30,13
10624,1991-05-29,8
10625,1991-05-28,6
10626,1991-05-27,11
10627,1991-05-26,6
10628,1991-05-25,9
10629,1991-05-24,12
10630,1991-05-23,6
10631,1991-05-22,16
10632,1991-05-21,4
10633,1991-05-20,9
10634,1991-05-19,14
10635,1991-05-18,13
10636,1991-05-17,15
10637,1991-05-16,10
10638,1991-05-15,9
10639,1991-05-14,12
10640,1991-05-13,6
10641,1991-05-12,14
10642,1991-05-11,13
10643,1991-05-10,11
10644,1991-05-09,12
10645,1991-05-08,8
10646,1991-05-07,7
10647,1991-05-06,13
10648,1991-05-05,11
10649,1991-05-04,10
10650,1991-05-03,11
10651,1991-05-02,16
10652,1991-05-01,11
10653,1991-04-30,10
10654,1991-04-29,7
10655,1991-04-28,4
10656,1991-04-27,9
10657,1991-04-26,11
10658,1991-04-25,10
10659,1991-04-24,9
10660,1991-04-23,7
10661,1991-04-22,7
10662,1991-04-21,11
10663,1991-04-20,15
10664,1991-04-19,7
10665,1991-04-18,4
10666,1991-04-17,7
10667,1991-04-16,6
10668,1991-04-15,5
10669,1991-04-14,11
10670,1991-04-13,7
10671,1991-04-12,9
10672,1991-04-11,13
10673,1991-04-10,10
10674,1991-04-09,8
10675,1991-04-08,9
10676,1991-04-07,6
10677,1991-04-06,9
10678,1991-04-05,6
10679,1991-04-04,9
10680,1991-04-03,5
10681,1991-04-02,7
10682,1991-04-01,13
10683,1991-03-31,5
10684,1991-03-30,6
10685,1991-03-29,19
10686,1991-03-28,7
10687,1991-03-27,3
10688,1991-03-26,13
10689,1991-03-25,8
10690,1991-03-24,8
10691,1991-03-23,13
10692,1991-03-22,11
10693,1991-03-21,7
10694,1991-03-20,10
10695,1991-03-19,7
10696,1991-03-18,5
10697,1991-03-17,11
10698,1991-03-16,7
10699,1991-03-15,7
10700,1991-03-14,4
10701,1991-03-13,9
10702,1991-03-12,5
10703,1991-03-11,10
10704,1991-03-10,11
10705,1991-03-09,17
10706,1991-03-08,8
10707,1991-03-07,15
10708,1991-03-06,14
10709,1991-03-05,9
10710,1991-03-04,7
10711,1991-03-03,8
10712,1991-03-02,8
10713,1991-03-01,7
10714,1991-02-28,11
10715,1991-02-27,9
10716,1991-02-26,11
10717,1991-02-25,8
10718,1991-02-24,9
10719,1991-02-23,13
10720,1991-02-22,9
10721,1991-02-21,9
10722,1991-02-20,10
10723,1991-02-19,9
10724,1991-02-18,6
10725,1991-02-17,8
10726,1991-02-16,12
10727,1991-02-15,9
10728,1991-02-14,12
10729,1991-02-13,6
10730,1991-02-12,5
10731,1991-02-11,10
10732,1991-02-10,8
10733,1991-02-09,10
10734,1991-02-08,7
10735,1991-02-07,16
10736,1991-02-06,7
10737,1991-02-05,7
10738,1991-02-04,16
10739,1991-02-03,7
10740,1991-02-02,9
10741,1991-02-01,10
10742,1991-01-31,8
10743,1991-01-30,9
10744,1991-01-29,10
10745,1991-01-28,9
10746,1991-01-27,8
10747,1991-01-26,20
10748,1991-01-25,12
10749,1991-01-24,8
10750,1991-01-23,10
10751,1991-01-22,13
10752,1991-01-21,7
10753,1991-01-20,9
10754,1991-01-19,8
10755,1991-01-18,3
10756,1991-01-17,7
10757,1991-01-16,6
10758,1991-01-15,5
10759,1991-01-14,5
10760,1991-01-13,9
10761,1991-01-12,10
10762,1991-01-11,12
10763,1991-01-10,12
10764,1991-01-09,16
10765,1991-01-08,7
10766,1991-01-07,7
10767,1991-01-06,3
10768,1991-01-05,7
10769,1991-01-04,8
10770,1991-01-03,10
10771,1991-01-02,10
10772,1991-01-01,11
10773,1990-12-31,12
10774,1990-12-30,7
10775,1990-12-29,6
10776,1990-12-28,9
10777,1990-12-27,13
10778,1990-12-26,9
10779,1990-12-25,9
10780,1990-12-24,7
10781,1990-12-23,9
10782,1990-12-22,9
10783,1990-12-21,8
10784,1990-12-20,8
10785,1990-12-19,13
10786,1990-12-18,7
10787,1990-12-17,9
10788,1990-12-16,11
10789,1990-12-15,7
10790,1990-12-14,5
10791,1990-12-13,11
10792,1990-12-12,8
10793,1990-12-11,5
10794,1990-12-10,6
10795,1990-12-09,9
10796,1990-12-08,11
10797,1990-12-07,11
10798,1990-12-06,8
10799,1990-12-05,11
10800,1990-12-04,9
10801,1990-12-03,15
10802,1990-12-02,6
10803,1990-12-01,6
10804,1990-11-30,4
10805,1990-11-29,5
10806,1990-11-28,5
10807,1990-11-27,8
10808,1990-11-26,10
10809,1990-11-25,8
10810,1990-11-24,9
10811,1990-11-23,6
10812,1990-11-22,6
10813,1990-11-21,9
10814,1990-11-20,14
10815,1990-11-19,11
10816,1990-11-18,11
10817,1990-11-17,6
10818,1990-11-16,9
10819,1990-11-15,6
10820,1990-11-14,12
10821,1990-11-13,6
10822,1990-11-12,3
10823,1990-11-11,11
10824,1990-11-10,8
10825,1990-11-09,13
10826,1990-11-08,8
10827,1990-11-07,12
10828,1990-11-06,13
10829,1990-11-05,7
10830,1990-11-04,10
10831,1990-11-03,7
10832,1990-11-02,5
10833,1990-11-01,9
10834,1990-10-31,7
10835,1990-10-30,5
10836,1990-10-29,9
10837,1990-10-28,11
10838,1990-10-27,10
10839,1990-10-26,11
10840,1990-10-25,12
10841,1990-10-24,11
10842,1990-10-23,7
10843,1990-10-22,4
10844,1990-10-21,10
10845,1990-10-20,11
10846,1990-10-19,16
10847,1990-10-18,12
10848,1990-10-17,9
10849,1990-10-16,16
10850,1990-10-15,8
10851,1990-10-14,11
10852,1990-10-13,8
10853,1990-10-12,6
10854,1990-10-11,6
10855,1990-10-10,6
10856,1990-10-09,9
10857,1990-10-08,7
10858,1990-10-07,9
10859,1990-10-06,6
10860,1990-10-05,13
10861,1990-10-04,9
10862,1990-10-03,12
10863,1990-10-02,12
10864,1990-10-01,9
10865,1990-09-30,5
10866,1990-09-29,11
10867,1990-09-28,13
10868,1990-09-27,10
10869,1990-09-26,10
10870,1990-09-25,13
10871,1990-09-24,8
10872,1990-09-23,11
10873,1990-09-22,8
10874,1990-09-21,13
10875,1990-09-20,11
10876,1990-09-19,12
10877,1990-09-18,6
10878,1990-09-17,16
10879,1990-09-16,10
10880,1990-09-15,12
10881,1990-09-14,3
10882,1990-09-13,7
10883,1990-09-12,14
10884,1990-09-11,13
10885,1990-09-10,13
10886,1990-09-09,14
10887,1990-09-08,6
10888,1990-09-07,10
10889,1990-09-06,9
10890,1990-09-05,9
10891,1990-09-04,9
10892,1990-09-03,9
10893,1990-09-02,8
10894,1990-09-01,6
10895,1990-08-31,9
10896,1990-08-30,7
10897,1990-08-29,15
10898,1990-08-28,7
10899,1990-08-27,9
10900,1990-08-26,7
10901,1990-08-25,6
10902,1990-08-24,11
10903,1990-08-23,11
10904,1990-08-22,12
10905,1990-08-21,12
10906,1990-08-20,8
10907,1990-08-19,12
10908,1990-08-18,6
10909,1990-08-17,5
10910,1990-08-16,8
10911,1990-08-15,10
10912,1990-08-14,7
10913,1990-08-13,8
10914,1990-08-12,8
10915,1990-08-11,8
10916,1990-08-10,5
10917,1990-08-09,9
10918,1990-08-08,8
10919,1990-08-07,7
10920,1990-08-06,5
10921,1990-08-05,10
10922,1990-08-04,8
10923,1990-08-03,9
10924,1990-08-02,8
10925,1990-08-01,10
10926,1990-07-31,13
10927,1990-07-30,7
10928,1990-07-29,12
10929,1990-07-28,7
10930,1990-07-27,8
10931,1990-07-26,9
10932,1990-07-25,9
10933,1990-07-24,10
10934,1990-07-23,4
10935,1990-07-22,7
10936,1990-07-21,9
10937,1990-07-20,5
10938,1990-07-19,7
10939,1990-07-18,9
10940,1990-07-17,10
10941,1990-07-16,7
10942,1990-07-15,6
10943,1990-07-14,8
10944,1990-07-13,9
10945,1990-07-12,7
10946,1990-07-11,7
10947,1990-07-10,6
10948,1990-07-09,16
10949,1990-07-08,13
10950,1990-07-07,6
10951,1990-07-06,6
10952,1990-07-05,8
10953,1990-07-04,7
10954,1990-07-03,9
10955,1990-07-02,4
10956,1990-07-01,12
10957,1990-06-30,9
10958,1990-06-29,6
10959,1990-06-28,9
10960,1990-06-27,6
10961,1990-06-26,15
10962,1990-06-25,12
10963,1990-06-24,5
10964,1990-06-23,7
10965,1990-06-22,11
10966,1990-06-21,9
10967,1990-06-20,8
10968,1990-06-19,11
10969,1990-06-18,5
10970,1990-06-17,8
10971,1990-06-16,11
10972,1990-06-15,8
10973,1990-06-14,7
10974,1990-06-13,12
10975,1990-06-12,8
10976,1990-06-11,16
10977,1990-06-10,9
10978,1990-06-09,13
10979,1990-06-08,12
10980,1990-06-07,11
10981,1990-06-06,6
10982,1990-06-05,10
10983,1990-06-04,10
10984,1990-06-03,12
10985,1990-06-02,8
10986,1990-06-01,8
10987,1990-05-31,12
10988,1990-05-30,11
10989,1990-05-29,14
10990,1990-05-28,8
10991,1990-05-27,7
10992,1990-05-26,8
10993,1990-05-25,6
10994,1990-05-24,9
10995,1990-05-23,6
10996,1990-05-22,8
10997,1990-05-21,4
10998,1990-05-20,14
10999,1990-05-19,11
11000,1990-05-18,3
11001,1990-05-17,8
11002,1990-05-16,10
11003,1990-05-15,10
11004,1990-05-14,5
11005,1990-05-13,8
11006,1990-05-12,12
11007,1990-05-11,5
11008,1990-05-10,6
11009,1990-05-09,10
11010,1990-05-08,11
11011,1990-05-07,9
11012,1990-05-06,10
11013,1990-05-05,13
11014,1990-05-04,7
11015,1990-05-03,14
11016,1990-05-02,3
11017,1990-05-01,9
11018,1990-04-30,12
11019,1990-04-29,9
11020,1990-04-28,9
11021,1990-04-27,7
11022,1990-04-26,10
11023,1990-04-25,11
11024,1990-04-24,5
11025,1990-04-23,12
11026,1990-04-22,7
11027,1990-04-21,9
11028,1990-04-20,9
11029,1990-04-19,9
11030,1990-04-18,6
11031,1990-04-17,11
11032,1990-04-16,4
11033,1990-04-15,12
11034,1990-04-14,8
11035,1990-04-13,13
11036,1990-04-12,9
11037,1990-04-11,8
11038,1990-04-10,6
11039,1990-04-09,13
11040,1990-04-08,7
11041,1990-04-07,9
11042,1990-04-06,7
11043,1990-04-05,8
11044,1990-04-04,10
11045,1990-04-03,10
11046,1990-04-02,14
11047,1990-04-01,6
11048,1990-03-31,6
11049,1990-03-30,13
11050,1990-03-29,10
11051,1990-03-28,11
11052,1990-03-27,11
11053,1990-03-26,7
11054,1990-03-25,8
11055,1990-03-24,14
11056,1990-03-23,7
11057,1990-03-22,9
11058,1990-03-21,9
11059,1990-03-20,6
11060,1990-03-19,4
11061,1990-03-18,11
11062,1990-03-17,10
11063,1990-03-16,7
11064,1990-03-15,5
11065,1990-03-14,10
11066,1990-03-13,10
11067,1990-03-12,11
11068,1990-03-11,10
11069,1990-03-10,11
11070,1990-03-09,7
11071,1990-03-08,6
11072,1990-03-07,7
11073,1990-03-06,11
11074,1990-03-05,4
11075,1990-03-04,5
11076,1990-03-03,14
11077,1990-03-02,8
11078,1990-03-01,6
11079,1990-02-28,8
11080,1990-02-27,11
11081,1990-02-26,8
11082,1990-02-25,11
11083,1990-02-24,11
11084,1990-02-23,7
11085,1990-02-22,8
11086,1990-02-21,5
11087,1990-02-20,12
11088,1990-02-19,7
11089,1990-02-18,11
11090,1990-02-17,13
11091,1990-02-16,12
11092,1990-02-15,16
11093,1990-02-14,12
11094,1990-02-13,12
11095,1990-02-12,7
11096,1990-02-11,11
11097,1990-02-10,7
11098,1990-02-09,12
11099,1990-02-08,11
11100,1990-02-07,10
11101,1990-02-06,11
11102,1990-02-05,15
11103,1990-02-04,8
11104,1990-02-03,7
11105,1990-02-02,5
11106,1990-02-01,8
11107,1990-01-31,10
11108,1990-01-30,6
11109,1990-01-29,14
11110,1990-01-28,9
11111,1990-01-27,11
11112,1990-01-26,11
11113,1990-01-25,10
11114,1990-01-24,3
11115,1990-01-23,6
11116,1990-01-22,15
11117,1990-01-21,10
11118,1990-01-20,9
11119,1990-01-19,6
11120,1990-01-18,7
11121,1990-01-17,4
11122,1990-01-16,10
11123,1990-01-15,7
11124,1990-01-14,12
11125,1990-01-13,8
11126,1990-01-12,6
11127,1990-01-11,6
11128,1990-01-10,10
11129,1990-01-09,8
11130,1990-01-08,11
11131,1990-01-07,5
11132,1990-01-06,13
11133,1990-01-05,13
11134,1990-01-04,4
11135,1990-01-03,12
11136,1990-01-02,11
11137,1990-01-01,7
11138,1989-12-31,9
11139,1989-12-30,11
11140,1989-12-29,9
11141,1989-12-28,10
11142,1989-12-27,11
11143,1989-12-26,7
11144,1989-12-25,5
11145,1989-12-24,12
11146,1989-12-23,7
11147,1989-12-22,10
11148,1989-12-21,9
11149,1989-12-20,10
11150,1989-12-19,16
11151,1989-12-18,13
11152,1989-12-17,7
11153,1989-12-16,12
11154,1989-12-15,16
11155,1989-12-14,12
11156,1989-12-13,5
11157,1989-12-12,9
11158,1989-12-11,8
11159,1989-12-10,5
11160,1989-12-09,8
11161,1989-12-08,9
11162,1989-12-07,10
11163,1989-12-06,5
11164,1989-12-05,13
11165,1989-12-04,8
11166,1989-12-03,10
11167,1989-12-02,8
11168,1989-12-01,14
11169,1989-11-30,6
11170,1989-11-29,12
11171,1989-11-28,8
11172,1989-11-27,13
11173,1989-11-26,12
11174,1989-11-25,15
11175,1989-11-24,7
11176,1989-11-23,6
11177,1989-11-22,9
11178,1989-11-21,5
11179,1989-11-20,6
11180,1989-11-19,11
11181,1989-11-18,16
11182,1989-11-17,7
11183,1989-11-16,10
11184,1989-11-15,13
11185,1989-11-14,8
11186,1989-11-13,10
11187,1989-11-12,14
11188,1989-11-11,5
11189,1989-11-10,13
11190,1989-11-09,11
11191,1989-11-08,9
11192,1989-11-07,11
11193,1989-11-06,11
11194,1989-11-05,19
11195,1989-11-04,13
11196,1989-11-03,14
11197,1989-11-02,9
11198,1989-11-01,7
11199,1989-10-31,12
11200,1989-10-30,14
11201,1989-10-29,10
11202,1989-10-28,10
11203,1989-10-27,6
11204,1989-10-26,10
11205,1989-10-25,4
11206,1989-10-24,11
11207,1989-10-23,11
11208,1989-10-22,7
11209,1989-10-21,12
11210,1989-10-20,10
11211,1989-10-19,11
11212,1989-10-18,9
11213,1989-10-17,10
11214,1989-10-16,13
11215,1989-10-15,14
11216,1989-10-14,7
11217,1989-10-13,7
11218,1989-10-12,9
11219,1989-10-11,7
11220,1989-10-10,13
11221,1989-10-09,8
11222,1989-10-08,10
11223,1989-10-07,11
11224,1989-10-06,2
11225,1989-10-05,10
11226,1989-10-04,4
11227,1989-10-03,6
11228,1989-10-02,7
11229,1989-10-01,17
11230,1989-09-30,14
11231,1989-09-29,4
11232,1989-09-28,11
11233,1989-09-27,13
11234,1989-09-26,11
11235,1989-09-25,11
11236,1989-09-24,7
11237,1989-09-23,14
11238,1989-09-22,14
11239,1989-09-21,10
11240,1989-09-20,8
11241,1989-09-19,9
11242,1989-09-18,4
11243,1989-09-17,4
11244,1989-09-16,8
11245,1989-09-15,5
11246,1989-09-14,10
11247,1989-09-13,5
11248,1989-09-12,12
11249,1989-09-11,19
11250,1989-09-10,13
11251,1989-09-09,7
11252,1989-09-08,13
11253,1989-09-07,6
11254,1989-09-06,9
11255,1989-09-05,5
11256,1989-09-04,12
11257,1989-09-03,9
11258,1989-09-02,3
11259,1989-09-01,7
11260,1989-08-31,8
11261,1989-08-30,5
11262,1989-08-29,8
11263,1989-08-28,11
11264,1989-08-27,4
11265,1989-08-26,10
11266,1989-08-25,8
11267,1989-08-24,7
11268,1989-08-23,9
11269,1989-08-22,6
11270,1989-08-21,7
11271,1989-08-20,11
11272,1989-08-19,10
11273,1989-08-18,10
11274,1989-08-17,4
11275,1989-08-16,5
11276,1989-08-15,11
11277,1989-08-14,8
11278,1989-08-13,13
11279,1989-08-12,8
11280,1989-08-11,12
11281,1989-08-10,9
11282,1989-08-09,9
11283,1989-08-08,8
11284,1989-08-07,8
11285,1989-08-06,20
11286,1989-08-05,6
11287,1989-08-04,13
11288,1989-08-03,14
11289,1989-08-02,12
11290,1989-08-01,8
11291,1989-07-31,11
11292,1989-07-30,10
11293,1989-07-29,5
11294,1989-07-28,12
11295,1989-07-27,13
11296,1989-07-26,2
11297,1989-07-25,9
11298,1989-07-24,12
11299,1989-07-23,9
11300,1989-07-22,5
11301,1989-07-21,12
11302,1989-07-20,11
11303,1989-07-19,13
11304,1989-07-18,9
11305,1989-07-17,12
11306,1989-07-16,8
11307,1989-07-15,7
11308,1989-07-14,9
11309,1989-07-13,7
11310,1989-07-12,14
11311,1989-07-11,9
11312,1989-07-10,8
11313,1989-07-09,8
11314,1989-07-08,13
11315,1989-07-07,10
11316,1989-07-06,6
11317,1989-07-05,11
11318,1989-07-04,10
11319,1989-07-03,9
11320,1989-07-02,13
11321,1989-07-01,7
11322,1989-06-30,13
11323,1989-06-29,13
11324,1989-06-28,14
11325,1989-06-27,5
11326,1989-06-26,10
11327,1989-06-25,10
11328,1989-06-24,8
11329,1989-06-23,8
11330,1989-06-22,5
11331,1989-06-21,7
11332,1989-06-20,12
11333,1989-06-19,6
11334,1989-06-18,9
11335,1989-06-17,7
11336,1989-06-16,8
11337,1989-06-15,6
11338,1989-06-14,9
11339,1989-06-13,4
11340,1989-06-12,11
11341,1989-06-11,12
11342,1989-06-10,16
11343,1989-06-09,10
11344,1989-06-08,7
11345,1989-06-07,8
11346,1989-06-06,9
11347,1989-06-05,5
11348,1989-06-04,15
11349,1989-06-03,6
11350,1989-06-02,15
11351,1989-06-01,8
11352,1989-05-31,7
11353,1989-05-30,8
11354,1989-05-29,11
11355,1989-05-28,17
11356,1989-05-27,12
11357,1989-05-26,10
11358,1989-05-25,5
11359,1989-05-24,6
11360,1989-05-23,7
11361,1989-05-22,9
11362,1989-05-21,8
11363,1989-05-20,9
11364,1989-05-19,6
11365,1989-05-18,10
11366,1989-05-17,6
11367,1989-05-16,4
11368,1989-05-15,7
11369,1989-05-14,10
11370,1989-05-13,8
11371,1989-05-12,7
11372,1989-05-11,13
11373,1989-05-10,9
11374,1989-05-09,15
11375,1989-05-08,16
11376,1989-05-07,13
11377,1989-05-06,10
11378,1989-05-05,10
11379,1989-05-04,13
11380,1989-05-03,12
11381,1989-05-02,8
11382,1989-05-01,12
11383,1989-04-30,14
11384,1989-04-29,8
11385,1989-04-28,9
11386,1989-04-27,8
11387,1989-04-26,6
11388,1989-04-25,9
11389,1989-04-24,12
11390,1989-04-23,5
11391,1989-04-22,7
11392,1989-04-21,11
11393,1989-04-20,10
11394,1989-04-19,6
11395,1989-04-18,16
11396,1989-04-17,2
11397,1989-04-16,8
11398,1989-04-15,10
11399,1989-04-14,7
11400,1989-04-13,12
11401,1989-04-12,12
11402,1989-04-11,9
11403,1989-04-10,9
11404,1989-04-09,11
11405,1989-04-08,9
11406,1989-04-07,8
11407,1989-04-06,11
11408,1989-04-05,16
11409,1989-04-04,16
11410,1989-04-03,7
11411,1989-04-02,7
11412,1989-04-01,10
11413,1989-03-31,10
11414,1989-03-30,4
11415,1989-03-29,11
11416,1989-03-28,8
11417,1989-03-27,8
11418,1989-03-26,5
11419,1989-03-25,11
11420,1989-03-24,8
11421,1989-03-23,10
11422,1989-03-22,8
11423,1989-03-21,7
11424,1989-03-20,11
11425,1989-03-19,9
11426,1989-03-18,5
11427,1989-03-17,11
11428,1989-03-16,9
11429,1989-03-15,6
11430,1989-03-14,11
11431,1989-03-13,8
11432,1989-03-12,9
11433,1989-03-11,10
11434,1989-03-10,9
11435,1989-03-09,6
11436,1989-03-08,11
11437,1989-03-07,12
11438,1989-03-06,12
11439,1989-03-05,11
11440,1989-03-04,8
11441,1989-03-03,13
11442,1989-03-02,9
11443,1989-03-01,8
11444,1989-02-28,7
11445,1989-02-27,10
11446,1989-02-26,7
11447,1989-02-25,11
11448,1989-02-24,8
11449,1989-02-23,12
11450,1989-02-22,11
11451,1989-02-21,11
11452,1989-02-20,4
11453,1989-02-19,10
11454,1989-02-18,7
11455,1989-02-17,8
11456,1989-02-16,11
11457,1989-02-15,17
11458,1989-02-14,10
11459,1989-02-13,9
11460,1989-02-12,10
11461,1989-02-11,7
11462,1989-02-10,5
11463,1989-02-09,7
11464,1989-02-08,12
11465,1989-02-07,8
11466,1989-02-06,12
11467,1989-02-05,8
11468,1989-02-04,8
11469,1989-02-03,7
11470,1989-02-02,16
11471,1989-02-01,9
11472,1989-01-31,8
11473,1989-01-30,4
11474,1989-01-29,13
11475,1989-01-28,9
11476,1989-01-27,9
11477,1989-01-26,8
11478,1989-01-25,9
11479,1989-01-24,10
11480,1989-01-23,5
11481,1989-01-22,12
11482,1989-01-21,10
11483,1989-01-20,9
11484,1989-01-19,8
11485,1989-01-18,12
11486,1989-01-17,11
11487,1989-01-16,9
11488,1989-01-15,10
11489,1989-01-14,8
11490,1989-01-13,14
11491,1989-01-12,12
11492,1989-01-11,4
11493,1989-01-10,7
11494,1989-01-09,10
11495,1989-01-08,6
11496,1989-01-07,6
11497,1989-01-06,8
11498,1989-01-05,12
11499,1989-01-04,11
11500,1989-01-03,8
11501,1989-01-02,12
11502,1989-01-01,4
11503,1988-12-31,8
11504,1988-12-30,10
11505,1988-12-29,4
11506,1988-12-28,13
11507,1988-12-27,7
11508,1988-12-26,6
11509,1988-12-25,6
11510,1988-12-24,7
11511,1988-12-23,6
11512,1988-12-22,9
11513,1988-12-21,7
11514,1988-12-20,11
11515,1988-12-19,8
11516,1988-12-18,11
11517,1988-12-17,7
11518,1988-12-16,8
11519,1988-12-15,3
11520,1988-12-14,5
11521,1988-12-13,9
11522,1988-12-12,7
11523,1988-12-11,12
11524,1988-12-10,15
11525,1988-12-09,7
11526,1988-12-08,13
11527,1988-12-07,10
11528,1988-12-06,10
11529,1988-12-05,10
11530,1988-12-04,10
11531,1988-12-03,9
11532,1988-12-02,8
11533,1988-12-01,7
11534,1988-11-30,8
11535,1988-11-29,6
11536,1988-11-28,6
11537,1988-11-27,7
11538,1988-11-26,3
11539,1988-11-25,7
11540,1988-11-24,9
11541,1988-11-23,7
11542,1988-11-22,9
11543,1988-11-21,6
11544,1988-11-20,9
11545,1988-11-19,17
11546,1988-11-18,13
11547,1988-11-17,11
11548,1988-11-16,9
11549,1988-11-15,11
11550,1988-11-14,8
11551,1988-11-13,11
11552,1988-11-12,7
11553,1988-11-11,11
11554,1988-11-10,9
11555,1988-11-09,9
11556,1988-11-08,13
11557,1988-11-07,9
11558,1988-11-06,10
11559,1988-11-05,7
11560,1988-11-04,9
11561,1988-11-03,12
11562,1988-11-02,10
11563,1988-11-01,6
11564,1988-10-31,11
11565,1988-10-30,12
11566,1988-10-29,10
11567,1988-10-28,8
11568,1988-10-27,6
11569,1988-10-26,6
11570,1988-10-25,5
11571,1988-10-24,4
11572,1988-10-23,15
11573,1988-10-22,14
11574,1988-10-21,13
11575,1988-10-20,9
11576,1988-10-19,7
11577,1988-10-18,9
11578,1988-10-17,14
11579,1988-10-16,10
11580,1988-10-15,8
11581,1988-10-14,6
11582,1988-10-13,10
11583,1988-10-12,16
11584,1988-10-11,10
11585,1988-10-10,14
11586,1988-10-09,12
11587,1988-10-08,11
11588,1988-10-07,10
11589,1988-10-06,12
11590,1988-10-05,12
11591,1988-10-04,15
11592,1988-10-03,9
11593,1988-10-02,8
11594,1988-10-01,5
11595,1988-09-30,14
11596,1988-09-29,9
11597,1988-09-28,12
11598,1988-09-27,9
11599,1988-09-26,7
11600,1988-09-25,5
11601,1988-09-24,13
11602,1988-09-23,10
11603,1988-09-22,10
11604,1988-09-21,6
11605,1988-09-20,8
11606,1988-09-19,12
11607,1988-09-18,11
11608,1988-09-17,8
11609,1988-09-16,12
11610,1988-09-15,5
11611,1988-09-14,5
11612,1988-09-13,12
11613,1988-09-12,10
11614,1988-09-11,9
11615,1988-09-10,10
11616,1988-09-09,10
11617,1988-09-08,16
11618,1988-09-07,10
11619,1988-09-06,14
11620,1988-09-05,12
11621,1988-09-04,8
11622,1988-09-03,13
11623,1988-09-02,10
11624,1988-09-01,12
11625,1988-08-31,10
11626,1988-08-30,5
11627,1988-08-29,6
11628,1988-08-28,5
11629,1988-08-27,14
11630,1988-08-26,11
11631,1988-08-25,9
11632,1988-08-24,7
11633,1988-08-23,7
11634,1988-08-22,10
11635,1988-08-21,5
11636,1988-08-20,5
11637,1988-08-19,7
11638,1988-08-18,11
11639,1988-08-17,8
11640,1988-08-16,9
